Title,Tag,URL
Germany must shake off its torpor and play its full role against Putin,commentisfree,https://www.theguardian.com/commentisfree/2022/apr/10/germany-role-against-delusional-putin
The United Nations has the power to punish Putin. This is how it can be done,commentisfree,https://www.theguardian.com/commentisfree/2022/apr/06/united-nations-putin-ukraine-catastrophic
Will western leaders cut and run as the costs of the Ukraine war mount?,commentisfree,https://www.theguardian.com/commentisfree/2022/apr/03/will-western-leaders-cut-and-run-as-the-costs-of-the-ukraine-war-mount
Wanted: Russian revolution to topple tyrant. Internal applicants welcome,commentisfree,https://www.theguardian.com/commentisfree/2022/mar/26/wanted-russian-revolution-to-topple-tyrant-putin-internal-applicants-welcome
"What’s the plan, Joe? The west lacks a long-term strategy to defeat Putin",commentisfree,https://www.theguardian.com/commentisfree/2022/mar/20/joe-biden-putin-russia-ukraine-war
Nazanin Zaghari-Ratcliffe is free. But why now? And why did it take so long?,commentisfree,https://www.theguardian.com/commentisfree/2022/mar/16/nazanin-zaghari-ratcliffe-free-anoosheh-ashoori-iran-uk
Toxic Putin is going for bust. The west must stop him before this contagion spreads,commentisfree,https://www.theguardian.com/commentisfree/2022/mar/13/toxic-putin-is-going-for-bust-the-west-must-stop-him-before-this-contagion-spreads
How Ukraine has become the crucible of the new world order,world,https://www.theguardian.com/world/2022/mar/12/how-ukraine-has-become-the-crucible-of-the-new-world-order
"The more Ukraine resists, the greater the danger to Nato. It should act now to stop the slaughter",commentisfree,https://www.theguardian.com/commentisfree/2022/mar/06/the-more-ukraine-resists-the-greater-the-danger-to-nato-it-should-act-now-to-stop-the-slaughter
"Timidity, greed and sloth: why the west always loses to Putin",commentisfree,https://www.theguardian.com/commentisfree/2022/feb/26/timidity-greed-and-sloth-why-the-west-always-loses-to-putin
Ukraine invasion: how Vladimir Putin built his career on waging war,world,https://www.theguardian.com/world/2022/feb/26/russia-ukraine-vladimir-putin-career-war-russian-president
"The long, bloody history of proxy wars should be a warning to Johnson in Ukraine",commentisfree,https://www.theguardian.com/commentisfree/2022/feb/20/the-long-bloody-history-of-proxy-wars-should-be-a-warning-to-johnson-in-ukraine
Analysis: what happens if Russia invades?,world,https://www.theguardian.com/world/2022/feb/19/analysis-what-can-the-west-expect-if-putin-gives-order-to-invade
