Title,Tag,URL
"Young, British and Black  


  Who will hold the police to account for racist acts that criminalise a community?",commentisfree,https://www.theguardian.com/commentisfree/2020/jul/30/police-racist-criminalise-communities-stop-and-search
The case for British slavery reparations can no longer be brushed aside,commentisfree,https://www.theguardian.com/commentisfree/2020/jul/09/british-slavery-reparations-economy-compensation
Boris Johnson does have a strategy on racism after all. It's called a ‘war on woke',commentisfree,https://www.theguardian.com/commentisfree/2020/jun/17/boris-johnson-racism-woke-tories
The racism that killed George Floyd was built in Britain,commentisfree,https://www.theguardian.com/commentisfree/2020/jun/03/racism-george-floyd-britain-america-uk-black-people
Why are Africa's coronavirus successes being overlooked?,commentisfree,https://www.theguardian.com/commentisfree/2020/may/21/africa-coronavirus-successes-innovation-europe-us
"After coronavirus, black and brown people must be at the heart of Britain's story",commentisfree,https://www.theguardian.com/commentisfree/2020/may/07/coronavirus-black-brown-people-britain-ethnic-minorities
"Britain doesn’t care about health inequalities. For minorities, that ignorance is deadly",commentisfree,https://www.theguardian.com/commentisfree/2020/apr/23/britain-ignorant-health-inequalities-coronavirus-black-people-dying
"If coronavirus doesn't discriminate, how come black people are bearing the brunt?",commentisfree,https://www.theguardian.com/commentisfree/2020/apr/08/coronavirus-black-people-ethnic-minority-deaths-pandemic-inequality-afua-hirsch
The coronavirus pandemic threatens a crisis for human rights too,commentisfree,https://www.theguardian.com/commentisfree/2020/mar/19/coronavirus-pandemic-human-rights
"What does a lonely, squalid death in an immigration centre say about Britain?",commentisfree,https://www.theguardian.com/commentisfree/2020/mar/04/prince-fosu-death-harmondsworth-immigration-centre-inquest
We can’t avoid the word empire when it still shapes our world,commentisfree,https://www.theguardian.com/commentisfree/2020/feb/12/british-empire-lisa-nandy-history
Africa’s colonisation of the English language continues apace,commentisfree,https://www.theguardian.com/commentisfree/2020/jan/29/africa-coloniasation-english-language-oxford-dictionary-nigerian
The ‘playing the race card’ accusation is just a way to silence us,commentisfree,https://www.theguardian.com/commentisfree/2020/jan/16/playing-the-race-card-racism-black-experience
Football claims it’s not political. The Özil affair shows it is - just on the wrong side,commentisfree,https://www.theguardian.com/commentisfree/2019/dec/17/football-political-arsenal-ozil-wrong-side
Has WhatsApp become a potential career assassin?,commentisfree,https://www.theguardian.com/commentisfree/2019/dec/06/whatsapp-robyn-williams
The manhandling of a blind man shows the Oxford Union still has a race problem,commentisfree,https://www.theguardian.com/commentisfree/2019/nov/19/manhandling-blind-man-oxford-union-racism
An Oscars ban for a Nigerian film shows the Academy still doesn’t get it on race,commentisfree,https://www.theguardian.com/commentisfree/2019/nov/06/oscard-ban-nollywood-film-lionheart-oscarssowhite-nigerian-film
Ex-Teen Vogue editor Elaine Welteroth: ‘The headlines implied I was a token black hire’,lifeandstyle,https://www.theguardian.com/lifeandstyle/2019/oct/31/ex-teen-vogue-editor-elaine-welteroth-the-headlines-implied-i-was-a-token-black-hire
Britain was built on the backs of slaves. A memorial is the least they deserve,commentisfree,https://www.theguardian.com/commentisfree/2019/oct/23/memorial-2007-enslaved-africans-black-history-britain
